app_detail_url	country	created_for	data_sources	developers	lang	platforms	source_code_url	summary	technology	title	url
http://www.dati.gov.it/content/ilovealcamo	Italy	Comune di Alcamo			IT	Android, iOS		L' App è rivolta a cittadini e turisti, e mette a disposizione degli stessi, parte dell'enorme patrimonio artistico, culturale e paesaggistico della nostra città, in maniera immediata e stimolante.Grazie ad essa, chiunque avrà la possibilità di poter scoprire la storia di Alcamo e le sue secolari tradizioni, conoscere e percorrere sia virtualmente che fisicamente alcuni degli itinerari turistici tematici proposti, alla scoperta dei tre castelli, delle opere del Serpotta e dei Gagini e inoltre, grazie alla geo-localizzazione, chiunque potrà sapere in tempo reale a quale distanza si trova la prossima tappa da visitare e in quanto tempo potrà completare il suo itinerario alla scoperta delle meraviglie del centro storico, del barocco e delle più importanti opere che la nostra città offre.Con "I Love Alcamo", potrete conoscere in tempo reale tutti gli eventi, i comunicati e le attività della nostra amministrazione e accedere ad alcuni dei più importanti servizi online.Potrete inoltre scaricare i programmi degli eventi, tenervi costantemente aggiornati sulle manifestazioni organizzate nell'ambito della promozione turistica, della cultura ecc. e ancora visitare le pagine Facebook e Twitter del Comune di Alcamo e visualizzare i video di promozione turistica sul nostro canale Youtube.		iLoveAlcamo	http://itunes.apple.com/it/app/ilovealcamo/id525001111?mt=8	
http://www.dati.gov.it/content/pavia	Italy	Comune di Pavia			IT	iOS		A Pavia è la nuova app del Comune di Pavia creata con lo scopo di avvicinare i cittadini e i turisti alla città e alla pubblica amministrazione. L'applicazione permette di visualizzare nel proprio telefono tutte le ultime news, il calendario degli eventi e ricevere notifiche in tempo reale, siano esse di carattere informativo o emergenze. Direttamente dall'applicazione è possibile inoltre inviare messaggi e notifiche al Comune, come segnalazioni, suggerimenti e consigli.		A Pavia	http://itunes.apple.com/it/app/id547577135?mt=8	
http://www.dati.gov.it/content/argo-sentinel	Italy	CNR			IT	Android		ARGO Sentinel: l'app per segnalare sversamenti di petrolio e idrocarburi in mare.Scarica l'app GRATUITA “ARGO Sentinel”: potrai contribuire a sorvegliare la salute del tuo mare e alla ricerca scientifica!Chiunque avvisti inquinamento da petrolio o idrocarburi in mare potrà segnalare immediatamente l’evento al Laboratorio Segnali e Immagini SI-LAB (si.isti.cnr.it) dell'Istituto di Scienza e Tecnonologie dell'Informazione (ISTI) del Consiglio Nazionale delle Ricerche (CNR) di Pisa, consentendo la creazione di una mappa dettagliata della salute dei nostri mari. Tali informazioni saranno registrate nel Marine Information System (MIS) realizzato dal CNR, in grado di raccogliere dati relativi a criticità e salute del mare provenienti da varie sorgenti (satelliti, sensori ottici, nasi elettronici, veicoli sottomarini autonomi, sistemi di geolocalizzazione e geoposizionamento GPS) e di integrarli e generare modelli previsionali per assistere le autorità preposte nella gestione di eventuali emergenze.		ARGO Sentinel	http://goo.gl/VbXNd	
http://www.dati.gov.it/content/ferrara-eventi	Italy	Provincia di Ferrara			IT	Android, iOS		Consulta tutti gli eventi dei Lidi di Comacchio, di Ferrara e della sua provincia: mostre, concerti, spettacoli, stagioni teatrali, mercati, sagre e feste, e tantissimi altri appuntamenti per una vacanza piena di entusiamo.		Ferrara Eventi	http://itunes.apple.com/us/app/ferrara-eventi/id449817238?ls=1&mt=8	
http://www.dati.gov.it/content/abruzzoevents	Italy	Regione Abruzzo			IT	Android, iOS		Abruzzo Events è la nuova App realizzata da Abruzzo Promozione Turismo (assessorato al Turismo della Regione Abruzzo), che ti permette di essere sempre aggiornato sui principali eventi e manifestazioni e vivere l’Abruzzo come piace a te.Da oggi hai a portata di mano gli eventi organizzati intorno a te o nel resto della regione, come concerti di musica classica, rievocazioni storiche, sagre, mostre d’arte, manifestazioni sportive o religiose, rassegne cinematografiche. Puoi condividere le iniziative più singolari e anche conoscere il territorio più da vicino tramite le sue feste di folklore e di tradizione.Con Abruzzo Events puoi:- Sapere quali sono gli eventi di maggiore rilievo intorno a te grazie al geolocalizzatore- Avere recapiti, riferimenti, programmi e tutte le informazioni a riguardo- Scegliere un evento in base alla vicinanza, al territorio, al periodo e per tipo di evento- Salvarlo in agenda- Calcolare il percorso per raggiungerlo- Farlo conoscere ai tuoi amici, condividendolo sul tuo profilo Facebook o Twitter- Avere sempre a disposizione i principali eventi tradizionali, divisi per mese e per ricorrenza- Conservare off-line le ultime informazioni che ti hanno incuriositoLe descrizioni degli eventi sono in lingua italiana e in lingua inglese e sono aggiornate in tempo reale.Resta in contatto con l’Abruzzo su Facebook (Visit.Abruzzo) e su Twitter (YourAbruzzo) e racconta la tua esperienza nella “regione verde d’Europa”!		AbruzzoEvents	http://itunes.apple.com/it/app/abruzzoevents/id541605135?mt=8	
http://www.dati.gov.it/content/riccioneapp	Italy	Comune di Riccione			IT	iOS		Naviga attraverso le categorie, sfoglia le schede attività di tuo interesse, leggendo le descrizioni e visualizzando le immagini ed utilizza il collegamento ai contatti mail e telefonici. Cerca tutte le informazioni che desideri relative al territorio, agli eventi e manifestazioni, alle attività commerciali, ai servizi ristorativi ed alberghieri.Utilizza i servizi integrati del meteo e della navigazione satellitare per raggiungere il luogo da te scelto grazie al collegamento con Google Maps.		RiccioneApp	http://itunes.apple.com/us/app/riccioneapp/id555674476	
http://www.dati.gov.it/content/happymuseum	Italy	Regione Marche			IT	Android, iOS		HappyMuseum è l'applicazione ufficiale del sistema museale della Regione Marche. L'applicazione si compone di due principali strumenti. La prima è una guida geo-localizzata ai musei, comprensiva di informazioni su orari di apertura, biglietti, eventi ed opere. La seconda consiste in una caccia al tesoro in Realtà Aumentata per rendere interattiva e divertente la visita museale.		HappyMuseum	http://itunes.apple.com/it/app/happymuseum-per-iphone/id546683757?mt=8	
http://www.dati.gov.it/content/sardegna-turismo	Italy	Regione Autonoma della Sardegna			IT	Android, iOS		Le migliori guide della Sardegna per pianificare i tuoi itinerari e scoprire le attrazioni dell’isola in ogni periodo dell’anno. L'Assessorato regionale del Turismo, Artigianato e Commercio presenta su iPad e Smartphone le migliori guide e pubblicazioni turistiche che sono state realizzate nel corso degli ultimi 10 anni. Oltre all'Annuario 2012, con l'elenco completo di tutte le strutture ricettive isolane, dai camping agli alberghi a 5 stelle, nell'edicola sono state pubblicate Guide che rivelano un'Isola sotto molteplici punti di vista: Guida al mountain biking, Guida ai beni culturali, Musei artigiani e Botteghe storiche, Musica e parole, Golf, Guida viaggio con itinerari naturalistici, gastronomici, storico - artistici e tante altre. Alla scoperta di una terra depositaria di una vicenda millenaria intrisa di fascino, di mistero e di un’identità fortemente caratterizzante. Una combinazione unica di bellezze naturali, ambiente, clima, lingua, usi, costumi, tradizioni, sapori e profumi fanno della Sardegna una terra da esplorare e amare. Un’Isola al centro del Mediterraneo che intreccia legami profondi, quasi indissolubili, non solo con i suoi abitanti ma anche con chi la visita. Tutte le guide sono in italiano e in inglese. Molte pubblicazioni anche in tedesco, francese e spagnolo.		Sardegna Turismo	http://itunes.apple.com/it/app/sardegna-turismo/id510110198?mt=8	
http://www.dati.gov.it/content/eventimilano	Italy	Comune di Milano			IT	iOS		“Eventi Milano” è un widget mobile per iPhone e iPod Touch che presenta informazioni costantemente aggiornate sugli eventi in programmazione a Milano, personalizzate in base alle tue preferenze, in maniera immediata e non invasiva. Gli eventi sono ricercabili sia per data sia per categoria. Sono, infatti, selezionabili le Mostre (pittura, fotografia e altri generi), la Musica (classica e lirica, pop e rock, jazz e blues e altri generi), Teatro e Danza (prosa, musical, cabaret e danza), Sport, Fiere e Congressi, i Grandi Eventi di Milano e molto altro di più. Per maggiori informazioni puoi visitare il nostro portale “www.turismo.milano.it”.		Eventi.Milano	http://itunes.apple.com/it/app/eventi-milano/id393598101?mt=8	
http://www.dati.gov.it/content/milanomusei	Italy	Comune di Milano			IT	Android		L'applicazione dedicata ai musei di Milano. Scopri quali sono le opere più vicine a te in ogni momento e durante l'evento internazionale del 30 Maggio: "VII Incontro Mondiale delle Famiglie 2012". Consulta le informazioni sui prezzi di ingresso e gli orari di apertura.		milanomusei	http://itunes.apple.com/it/app/milanomusei/id528922087?l=it&ls=1&mt=8	
http://www.dati.gov.it/content/casalgrande-21	Italy	Comune di Casalgrande			IT	Android, iOS		Casalgrande 2.1 è la nuova applicazione che consente di avere i servizi e le informazioni del Comune di Casalgrande a portata di smartphone e tablet. È uno strumento di consultazione rapido, per avere a disposizione con un semplice click, le principali informazioni di contatto degli uffici e degli organi amministrativi, ma anche l'elenco dei servizi sul territorio e le associazioni che vi operano. Casalgrande 2.1 offre un servizio di news sulle principali attività del Comune, le novità per il cittadino, gli eventi culturali e ricreativi di maggiore importanza. Attraverso la barra di ricerca rapida, è possibile avere un filtro sulle informazioni nella schermata principale. All'interno dell'app, vi è anche una rapida guida di pubblica utilità per il cittadino.		Casalgrande 2.1	http://itunes.apple.com/qa/app/casalgrande-2.1/id535511875?mt=8	
http://www.dati.gov.it/content/segnalazioni-e-richieste-di-intervento-di-manutenzione-urbana	Italy	Comune di Pisa			IT	iOS		L’App consente di segnalare in tempo reale un disservizio sui territori, la segnalazione può essere corredata da descrizione, dettagli del problema (lampioni non funzionanti, cassonetti rovesciati, presenza di buche sulla strada etc.) e relativa fotografia. Ogni utente può seguire l'iter della sua segnalazione. L’app consente l'invio posticipato della segnalazione in assenza di connessione.Il servizio è attivo per il Comune di Pisa e per gli Enti riusatori toscani, del progetto "CiTel" (portale servizi on-line per i Cittadini).		Segnalazioni e Richieste di intervento di manutenzione urbana	http://itunes.apple.com/it/app/segnalazioni-e-richieste-di/id538810241?mt=8	
http://www.dati.gov.it/content/firenze-walking-city	Italy	Comune di Firenze			IT	iOS		Da nord a sud, da est a ovest, attraversando territori diversi, percorsi con una loro storia precisa e con precise caratteristiche. Tutti bellissimi, a volte insoliti, panoramici, ricchi di luoghi d’arte, fede, cultura. Luoghi noti e luoghi talvolta poco conosciuti, perchè appartati, al di là dei soliti "percorsi", ma assolutamente straordinari e sorprendenti.		Firenze The Walking City	http://itunes.apple.com/it/app/firenze-the-walking-city/id549130809?mt=8&ign-mpt=uo%3D2	
http://www.dati.gov.it/content/100luoghi	Italy	Comune di Firenze			IT	iOS		I cittadini cambiano la città. Un nuovo strumento per partecipare, ovunque ti trovi. 100 luoghi sui 100 km quadrati di Firenze, 100 canali di comunicazione per proporre idee, evidenziare iniziative, segnalare problemi, inviando un post, una foto. Per costruire con gli altri cittadini e con il Comune un flusso informativo online che integra tra loro i diversi contributi e li unisce con quelli provenienti dai social media.		100luoghi	http://itunes.apple.com/it/app/id553834019?mt=8	
http://www.dati.gov.it/content/geosdi	Italy	Consiglio Nazionale delle Ricerche			IT	Android, Web		La georeferenziazione delle informazioni da sempre è un elemento basilare per la pianificazione e la gestione delle risorse e spesso questo processo mette vari soggetti intorno ad uno stesso tavolo nell’ottica di contribuire, ognuno per le proprie competenze e per le proprie missioni, ad un percorso comune o che comunque tragga vantaggio dalla collaborazione e dalla cooperazione tra più soggetti.geoSDI nasce appunto per rendere facile, intuitivo ed immediato il processo tecnologico tra vari soggetti, siano essi pubblici o privati, di collaborazione e di scambio dei dati e delle informazioni geospaziali per collaborare e cooperare nella corretta e efficiente gestione di quanto accade sul territorio e nella gestione delle risorse che esso mette a disposizione cercando, nei limiti del possibile, di prevederne gli avvenimenti e di mitigare, gestire o comunque conoscere ciò che accade.Nato all’interno di un ambiente multisettoriale e multidisciplinare quale è quello del Consiglio Nazionale delle Ricerche su mandato del Sistema di Protezione Civile Nazionale oggi trova utili, economici e validi punti di utilizzo anche in situazioni non proprio di emergenza ma anche di pianificazione, gestione e di efficienza nell’uso delle sempre meno disponibili risorse.La sua genesi viene da uno approfondito studio fatto sullo stato dell’arte delle tecniche e delle tecnologie nel campo dell’ICT e della interoperabilità delle informazioni.		geoSDI	http://www.geosdi.org/index.php/en/blog-en/item/geosdi-collect-for-android	
http://www.dati.gov.it/content/cerveteri	Italy	Regione Lazio			IT	iOS		L'applicazione Cerveteri, relativa alla Necropoli della Banditaccia, si inserisce all'interno del progetto Futouring per il tematismo Etruschi. Si tratta di una visita guidata alla scoperta di della città dei defunti della Banditaccia.L’applicazione, pronta per la visita, mostrerà la mappa della necropoli su cui sono dislocati i vari punti di interesse segnalati da un marker. Una freccia in basso indicherà la direzione da seguire nel percorso guidato.Durante la visita un alert acustico segnalerà la prossimità di un punto di interesse e chiederà al visitatore se vuole ascoltare il contributo audio di spiegazione.Nella scheda relativa al punto di interesse sarà possibile leggere il testo che si sta ascoltando e aprire una galleria di immagini con il doppio tap.		Cerveteri	http://itunes.apple.com/it/app/cerveteri/id510002676?mt=8	
http://www.dati.gov.it/content/ilazio	Italy	Regione Lazio			IT	iOS		iLazio Futouring ti consente di scoprire velocemente tutti i tesori culturali presenti nel Lazio.Identifica immediatamente la tua posizione e ti permette di scegliere i luoghi di maggior interesse culturale intorno a te come monumenti, piazze, palazzi, vie, musei, chiese e cattedrali, panorami, parchi e giardini. Tutti i luoghi d’interesse artistico, storico e culturale sono corredati da descrizioni, link a pagine informative ed eventuali sezioni multimediali.Permette di scoprire tutto il territorio del Lazio e i suoi tesori tramite una navigazione semplice. Inoltre, per eseguire ricerche testuali di punti d’interesse, iLazio utilizza un sofisticato ma intuitivo motore di ricerca tematico.Mette a disposizione numerose features che interagiscono con il portale Futouring.com:- scattare foto georeferenziate dal proprio iPhone e caricarle nell’ apposita area del portale- accedere a percorsi personalmente creati- interagire con percorsi suggeriti		iLazio	http://itunes.apple.com/it/app/ilazio/id463758543?mt=8	
http://www.dati.gov.it/content/diano-marina	Italy	Comune di Diano Marina			IT	Android, iOS		Applicazione ricca di informazioni utili e contenuti multimediali, come ad esempio:- Orari , contatti ed ubicazione degli uffici comunali;- Ricca sezione multimediale con mappe, news, galleria fotografica e tanto altro;- Sezione manifestazioni con il programma annuale degli eventi aggiornato periodicamente e consultabile anche senza connessione dati attiva.		Diano Marina	http://itunes.apple.com/it/app/diano-marina/id529229847?mt=8&ign-mpt=uo%3D2	
http://www.dati.gov.it/content/od-parafarmacie	Italy				IT	Android		Open Data Parafarmacie è l'applicazione che fornisce l'elenco completo degli esercizi commerciali, diversi dalle farmacie,autorizzati alla vendita al pubblico di farmaci (art. 5 del D.L. 223/2006).		OD Parafarmacie	https://play.google.com/store/apps/details?id=it.zamabe.opendata.parafarmacie	
http://www.dati.gov.it/content/unione-reno-galliera	Italy	Unione Reno Galliera			IT	iOS		APP per essere informato sugli eventi, le opportunità di lavoro, i concorsi e tutte le notizie dell'Unione Reno Galliera. Inoltre, l'ufficio SUAP - Servizio Edilizia rende disponibile un'agenda in cui è possibile agevolmente richiedere un appuntamento, evitando così lunghe file di attesa allo sportello.		Unione Reno Galliera	http://itunes.apple.com/it/app/unione-reno-galliera/id496515359?mt=8	
http://www.dati.gov.it/content/aria-lazio	Italy				IT	Android, iOS		L'app permette di conoscere , con frequenza di aggiornamento quotidiana, i dati relativi alla qualità dell'aria nella regione Lazio.I dati in merito alla qualità dell'aria sono prodotti ed elaborati da Arpa Lazio.		Aria Lazio	http://itunes.apple.com/it/app/aria-lazio/id376801333?mt=8	
http://www.dati.gov.it/content/terme-inps	Italy				IT	Android		Questa applicazione consente di ricercare gli Hotel e Centri convenzionati INPS per le cure termali di forme artropatiche e respiratorie. L'applicazione consente, per ciascuna struttura, di visualizzarne Indirizzo, mappa, telefono, tipo di cura, distanza dalle terme e altre informazioni utili. I dati presenti nell'applicazione provengono da open data resi pubblici dall'INPS.		Terme INPS	http://goo.gl/mxvP3	
http://www.dati.gov.it/content/dovesibutta	Italy				IT	iOS, Windows Phone		DoveSiButta raccoglie dati geolocalizzati dei cassonetti della raccolta differenziata per individuare quelli più vicini. Chiunque può cercare e segnalare cassonetti tramite app web e mobile. DoveSiButta.com è una implementazione funzionante di questo progetto.		DoveSiButta	http://www.windowsphone.com/it-IT/apps/1daae9c9-1279-4ac9-ae8c-e9e4a52348bc	
http://www.dati.gov.it/content/firenze-survival-guide	Italy				IT	Android		FSG è una guida di Firenze che non lista monumenti e ristoranti ma servizi che  non si trovano sulle comuni guide di viaggio.In particolare: WiFi hotspots Fontanelle pubbliche Bagni Pubblici Farmacie FSG 		Firenze Survival Guide	https://play.google.com/store/apps/details?id=com.map2app.FirenzeSurvivalGuide&hl=it	
http://www.dati.gov.it/content/trasparenza	Italy				IT	iOS		App legata al tema del portale della trasparenza, valutazione e merito, obbligo di legge per le PA, mostra le partecipazioni delle PA.		TrasPArenza	http://itunes.apple.com/us/app/trasparenza/id510320425	
http://www.dati.gov.it/content/web-app-turistica-della-provincia-di-asti	Italy	Provincia di Asti			IT	Web		L'applicazione permette di esplorare il territorio della Provincia di Asti, in particolar modo i suoi luoghi, percorsi ed eventi. Grazie al mash-up dei dati presenti sulla piattaforma "Comuni in Rete", ha realizzato una idea di proposizione del territorio e di interazione con le strutture ricettive, permettendone la verifica di disponibilità e prenotazione diretta.		Web App Turistica della Provincia di Asti	http://dev.21-style.com/jqm/index.html	
http://www.dati.gov.it/content/voglioilruolo	Italy				IT	Web		fornisce supporto alle scelte lavorative di docenti e ATA. Estrare, analizza ed aggrega i dati pubblici estratti dai siti degli AT (ex USP). Eroga servizi per navigare tra le graduatorie, cercare docenti ed ATA, trovare la provincia migliore, etc. Voglioilruolo offre un'indicazione riepilogativa e compatta sulle opportunità di lavoro in ogni provincia per ogni materia e profilo professionale.		Voglioilruolo	http://www.voglioilruolo.it/mobile.php/main	
http://www.dati.gov.it/content/bikedistrict	Italy				IT	Web		Calcola gli itinerari più adatti alle esigenze di chi utilizza la bici a Milano: inserendo l'indirizzo di partenza e quello di destinazione, il sito fornisce indicazioni su come attraversare la città evitando al massimo i tragitti potenzialmente pericolosi per i ciclisti. BikeDistrict identifica il livello di ciclabilità in base a copertura stradale, livelli di traffico, numero di semafori, presenza di rotaie, sensi unici, etc. In via di rilascio la versione mobile.		BikeDistrict	http://bikedistrict.org/#/45.46372/9.19106/45.46844/9.18018/t	
http://www.dati.gov.it/content/comuni-ditalia	Italy				IT	iOS		Repertorio di dati su tutti i comuni italiani, con informazioni generali, amministrative, geografiche, demografiche, statistiche, politiche e varie.		Comuni d'Italia	http://itunes.apple.com/it/app/comuni-ditalia/id358407376?mt=8	
http://www.dati.gov.it/content/imomo	Italy				IT	Android, iOS		Integra le funzioni di informazioni e di acquisto sui servizi pubblici di mobilità presenti in Italia. In base alla posizione dell’utente e ai dati resi disponibili dagli operatori, iMoMo attiva automaticamente il menu dei servizi consultabili: fermate più vicine; calcolo del percorso per raggiungere qualunque destinazione con i mezzi pubblici; realtà aumentata per tempi di arrivo dei mezzi in fermata; acquisto biglietto.		iMomo	http://itunes.apple.com/it/app/imomo/id423327569?mt=8	
http://www.dati.gov.it/content/pa-risponde	Italy				IT	Android, iOS, Web		PA Risponde è il motore di ricerca semantico sui temi della Pubblica Amministrazione che consente di porre domande in linguaggio naturale. Trova le risposte migliori a partire dalle informazioni presenti in Linea Amica, il contact center multicanale della PA italiana.		PA Risponde	http://parisponde.questioncube.com/Login.aspx?ReturnUrl=%2fsearch%2fdefault.aspx	
http://www.dati.gov.it/content/archinmi	Italy				IT	Android		Consente di accedere a un ricco archivio di informazioni su oltre 400 edifici rilevanti per l'architettura contemporanea a Milano dal secondo dopoguerra a oggi. È possibile accedere alle informazioni sui singoli edifici (data di costruzione, nome dei progettisti, localizzazione via ed edificio, miniatura fotografica, categoria) dalla mappa interattiva o filtrando per categoria dalle liste dei progettisti e delle vie.		Archinmi	https://play.google.com/store/apps/details?id=air.com.A3stylestudio.archinmi	
http://www.dati.gov.it/content/siciliafruitlogistica	Italy	Regione Siciliana			IT	iOS		L’applicazione permette di visualizzare l’elenco delle aziende agricole siciliane, di selezionare quelle di proprio interesse e accedere alle informazioni di dettaglio nella scheda azienda, per ognuna delle quali è possibile effettuare ricerche avanzate per tipologia di prodotto, varietà di prodotto, tipo di tutela, etc.		Sicilia@Fruitlogistica	itunes.apple.com/it/app/sicilia-fruitlogistica-2012/id496268485?mt=8	
http://www.dati.gov.it/content/free-wifi-roma-e-provincia	Italy				IT	iOS		Per conoscere,  offline, la lista di tutti gli hotspot gratuiti con le relative posizioni messi a disposizione dalla provincia di Roma.Funzionalità:Ricerca hotspot più vicini a teRicerca per indirizzoRicerca per monumentoLa fantastica ricerca per Museo		Free Wifi Roma e Provincia	http://itunes.apple.com/it/app/free-wifi-roma-e-provincia/id508760355?mt=8	
http://www.dati.gov.it/content/open-parlamento-0	Italy				IT	Web		Open parlamento offre gli strumenti per seguire, comprendere e partecipare a tutto ciò che viene proposto, discusso e votato nel parlamento italiano (da fonti ufficiali).		Open parlamento	http://parlamento.openpolis.it/	
http://www.dati.gov.it/content/lodlive	Italy				IT	Web		LodLive è un navigatore di risorse RDF basato unicamente su endpoint SPARQL.		LodLive	http://lodlive.it/	
http://www.dati.gov.it/content/iparktorino	Italy				IT	iOS		Visualizza in tempo reale la disponibilità dei parcheggi nella città di Torino, e individua la posizione sulla mappa.		iParkTorino	http://itunes.apple.com/it/app/iparktorino/id445259889?mt=8	
http://www.dati.gov.it/content/ulss9-treviso-referti-mobile	Italy	ULSS9 Treviso			IT	Android, iOS		ULSS9 Treviso – Referti Mobile è un’applicazione gratuita per l’estrazione dei referti prodotti dall’Azienda ULSS9 Treviso. L’APP è stata sviluppata dall’Azienda ULSS9 Treviso all’interno del progetto Veneto ESCAPE, come ulteriore evoluzione del servizio di referti online. Il paziente riceve il promemoria con il QR Code con accesso automatico al referto.		ULSS9 Treviso - Referti Mobile	http://itunes.apple.com/us/app/referti-mobile/id509497543?mt=8	
http://www.dati.gov.it/content/consumerismo	Italy				IT	Android		Tutte le guide a tutela dei consumatori diffuse dalle Autorità Amministrative Indipendenti garanti dei servizi di comunicazione elettronica, energia, assicurazioni e bancari. Un sicuro punto di riferimento informativo, sempre aggiornato, consultabile direttamente sul proprio smartphone/tablet attraverso il quale è possibile con un semplice “tap on screen” telefonare o si inviare mail direttamente agli uffici di tutela dei consumatori delle Autorità.		Consumerismo	http://tinyurl.com/crfb7fn	
http://www.dati.gov.it/content/eureka	Italy				IT	Android		Una app che sfruttando gli open dataset messi a disposizione sul territorio nazionale mostra un indice della qualità della vita, geolocalizzandolo. Inoltre l'app dialogando con delle centraline ambientali denominate "Green Station", disponibili al pubblico, raccoglie, integra e mette a disposizione i dati rilevati.		Eureka!	https://play.google.com/store/apps/details?id=it.rainbowbreeze.eureka	
http://www.dati.gov.it/content/sardegna-media-time	Italy				IT	iOS		Applicazione che offre di volta in volta notizie aggiornate sui principali temi istituzionali come bandi e concorsi, ma anche comunicati stampa, news sul turismo ed eventi, video e immagini della Sardegna.		Sardegna Media Time	http://itunes.apple.com/app/sardegna-media-time/id493759668?mt=8	
http://www.dati.gov.it/content/comunicapa	Italy				IT	Android		ComunicaPA è un'app mobile che consente ai cittadini e alle imprese di comunicare con la PA. E' anche un generico client mobile di posta elettronica e PEC. ComunicaPA è capace di ottenere le informazioni sui contatti della PA in Linked Data dal Web e le usa per effettuare telefonate, inviare email e PEC, navigare su siti web ufficiali.		ComunicaPA	https://play.google.com/store/apps/details?id=org.source.comunicapa	
http://www.dati.gov.it/content/lacquachebevo	Italy	ARPA Umbria			IT	Android, iOS		Consente di accedere, anche attraverso un sistema di ricerca cartografica, a dati e informazioni sulla qualità delle acque che arrivano nelle abitazioni dell’Umbria, sulla loro provenienza, sull’organizzazione e i risultati dei controlli analitici, sulle caratteristiche dei principali parametri e il loro trend nel tempo.		L'acquachebevo	http://itunes.apple.com/it/app/arpa-umbria/id431612866	
http://www.dati.gov.it/content/tribunus	Italy				IT	Web		Tribunus è un sistema che raccoglie dati da fonti pubbliche ma non strutturate, li organizza, geolocalizza e permette agli utenti di votare, commentare , taggare e condividere i dati sui finanziamenti pubblici.		Tribunus	http://3bun.us/	
http://www.dati.gov.it/content/firenze-bici	Italy				IT	Android		Firenze in Bici, l'applicazione che ti guida alla scoperta della città di Firenze in bici, evitando traffico e inquinamento. Scegli il percorso, guarda i punti di interesse collegati e muoviti in modo sostenibile.		Firenze in Bici	http://dl.dropbox.com/u/848361/opendata/latest/FirenzeInBici.apk	
http://www.dati.gov.it/content/smartcomune-line	Italy	Comune di Sacrofano			IT	Android		Applicazione per smartphone (Android) per agevolare l'accesso a dati delle pubbliche amministrazioni (Comuni) e sempliflicare il contatto diretto con il cittadino tramite nuove tecnologie. I dati e le informazioni del comune risiedono nello stesso database del sito istituzionale.		SmartComune on-line	http://www.comunedisacrofano.it/Android/Sacrofano_app.apk	
http://www.dati.gov.it/content/app4unicam	Italy	Università degli Studi di Camerino			IT	iOS		Tramite App4Unicam è possibile reperire informazioni riguardo le attività didattiche, news e video dell'Università degli Studi di Camerino.		App4Unicam	http://itunes.apple.com/us/app/app4unicam/id521989134?l=it&ls=1&mt=8	
http://www.dati.gov.it/content/navigatore-collezione-museotorino	Italy				IT	Web		Il Navigatore della Collezione di MuseoTorino è una Applicazione Web/RIA che permette di esplorare la città, metafora di un "museo all'aperto", e la sua collezione, formata dai luoghi, eventi, soggetti e temi legati alla città stessa. A ogni luogo corrisponde un breve cartellino identificativo collegato a una scheda di catalogo cui l'applicazione rimanda.		Navigatore Collezione MuseoTorino	http://www.museotorino.it/resources/navigator/museo.html	
http://www.dati.gov.it/content/myhealthbox	Italy				IT	Android, iOS, Web		Il progetto myHealthbox si pone come obiettivo di migliorare la sicurezza nell'uso dei farmaci sia per chi li utilizza sia per chi li prescrive. A questo scopo è stata creata la più grande banca dati europea di fogli informativi per medicinali, queste informazioni sono accessibili in qualunque momento tramite client web o smartphone. Per i medicinali inseriti in un proprio profilo personale vengono poi forniti una serie di servizi aggiuntivi come: aggiornamenti automatici ed invio alerts.		myHealthbox	http://www.myhealthbox.eu/it	
http://www.dati.gov.it/content/menuscuole	Italy				IT	iOS		Un App per avere sempre a portata di mano il menu della refezione scolastica dei propri figli.		MenuScuole	http://itunes.apple.com/it/app/menuscuole/id489512303?mt=8	
http://www.dati.gov.it/content/city4you	Italy				IT	Web		Una visione d’insieme delle informazioni utili su Firenze: dalla cultura alle aree verdi, alle piste ciclabili, tutto geolocalizzato. Un prototipo di web app che offre, grazie a un unico punto di accesso, la fruizione degli open data disponibili.		City4You	http://city4you.altervista.org/#home	
http://www.dati.gov.it/content/marche	Italy	Regione Marche			IT	Android, iOS, Web		L'app permette di consultare i punti di interesse più vicini con la ricerca testuale: le strutture dove alloggiare con indicate quelle più vicine a te, numerosi itinerari alla scoperta delle bellezze artistiche, storiche e culturali della Regione Marche, eventi, multimedia, previsioni, meteo a tre giorni; informazioni e utilità.		Marche	http://m.turismo.marche.it/	
http://www.dati.gov.it/content/venezia-news	Italy	Comune di Venezia			IT	iOS		Applicazione ufficiale del Comune di Venezia. Previsioni di Marea, Mappa degli uffici, Galleria Foto, Informazioni sulla città.		Venezia News	http://itunes.apple.com/it/app/venezia-news/id455300649?mt=8	
http://www.dati.gov.it/content/milano-diretta-elettorale	Italy	Comune di Milano			IT	Android, iOS		Applicazione ufficiale del Comune di Milano per seguire in diretta i dati di affluenza alle urne e i risultati dello spoglio, durante i giorni delle elezioni amministrative.		Milano - Diretta Elettorale	http://itunes.apple.com/it/app/milano-diretta-elettorale/id433409497?mt=8	
http://www.dati.gov.it/content/comune-di-mottola-feed-ape	Italy	Comune di Mottola			IT	Android		News e feeds dall'Albo Pretorio Elettronico del Sito Istituzionale del Comune di Mottola (TA).		Comune di Mottola - Feed APE	https://play.google.com/store/apps/details?id=ldc.android.apps.cdmape	
