app_detail_url	country	created_for	data_sources	developers	lang	platforms	source_code_url	summary	technology	title	url
http://www.data.gov/applications?q=&currentpage=11	United States				EN			Users of the interactive climate, agriculture, and socioeconomic case maps available in this platform can download the data associated with various scenarios.		Food Security CASE Maps	http://www.ifpri.org/climatechange/casemaps.html	
http://www.data.gov/applications?q=&currentpage=11	United States				EN			The Food Security Portal, facilitated by IFPRI, aims to provide improved food security for the world's poor and increased resilience of global food systems against food and financial crises. The project brings together international, regional, and country-level data, news, and research aimed at meeting countries' immediate food security needs, as well as building long-term global food security.		Food Security Portal	http://www.foodsecurityportal.org/	
http://www.data.gov/applications?q=&currentpage=11	United States				EN			Food-A-pedia is a mobile tool to provide consumers quick access to nutrition information for over 1,000 foods. Food-a-pedia includes: calorie amounts, contribution of a food to the five food groups, and number of “extra” calories in a food from solid fats, added sugars, and alcohol.		Food-a-pedia	http://apps.usa.gov/myfood-a-pedia/	
http://www.data.gov/applications?q=&currentpage=11	United States				EN			Fooducate is a free mobile app (Android, iPhone) that empowers supermarket shoppers to make healthy choices effortlessly, enabling consumers to automatically scan the barcodes of food products, and instantly see how nutritious they really are.		Fooducate	http://www.fooducate.com	
http://www.data.gov/applications?q=&currentpage=11	United States				EN			This site was established for the purpose of making railroad safety information readily available to a broad constituency which includes FRA personnel, railroad companies, research and planning organizations and the public, in general. Visitors have access to railroad safety information including accidents and incidents and highway-rail crossing data. From this site users can run dynamic queries and view current statistical information on railroad safety.		FRA Web Accident Prediction System (WBAPS)	http://safetydata.fra.dot.gov/webaps/	
http://www.data.gov/applications?q=&currentpage=11	United States				EN			FREE makes it easier to find teaching and learning resources from the federal government.		FREE (Federal Resources for Education Excellence)	http://free.ed.gov/	
http://www.data.gov/applications?q=&currentpage=12	United States				EN			Calculate gas mileage (MPG), annual fuel costs, annual petroleum use, and the carbon footprint information for your car or truck.		Fuel Economy.gov	http://apps.usa.gov/fueleconomy-gov/	
http://www.data.gov/applications?q=&currentpage=12	United States				EN			Calculate gas mileage (MPG), annual fuel costs, annual petroleum use, and the carbon footprint information for your car or truck.		Fuel Economy.gov	http://apps.usa.gov/fueleconomy-gov/	
http://www.data.gov/applications?q=&currentpage=12	United States				EN			Funday Genie is an application for planning a free day in New York City, with things to do, events, attractions, restaurants, and shopping. (Powered by New York City data.)		Funday Genie	http://thefundaygenie.com/thefundaygenie.aspx	
http://www.data.gov/applications?q=&currentpage=12	United States				EN			This web-based tool provides easy access to bring together key state and local health and human services related data and statistics from other sources. It is designed to help users locate health-related data, statistical information and reports collected from various government resources in one convenient location.		Gateway to Data and Statistics	http://www.hhs-stat.net/scripts/result.cfm?id=CWDR&lk=6	
http://www.data.gov/applications?q=&currentpage=12	United States				EN			Federal agencies and their partners collect and manage large amounts of geospatial data - but these data are often not easily found when needed or accessible in useful forms. The Geospatial Platform provides ready access to federally maintained geospatial data, services and applications.		Geoplatform	http://www.geoplatform.gov/	
http://www.data.gov/applications?q=&currentpage=12	United States				EN			Computerized crash analysis systems in which crash data, roadway inventory data, and traffic operations data can be merged are used in many state and municipalities to identify problem locations and assess the effectiveness of implemented countermeasures. By integrating this traditional system with a geographical information system (GIS), which offers spatial referencing capabilities and graphical displays, a more effective crash analysis program can be realized. The analysis tools include five separate programs to evaluate crashes: Spot/Intersection Analysis, Strip Analysis, Cluster Analysis, Sliding-Scale Analysis, and Corridor Analysis.		Geospatial Information Systems Safety Analysis Tools	http://www.hsisinfo.org/hsis.cfm?type=6	
http://www.data.gov/applications?q=&currentpage=12	United States				EN			Map of Geothermal Companies in the U.S.		Geothermal Companies	http://en.openei.org/wiki/Map_of_Geothermal_Facilities	
http://www.data.gov/applications?q=&currentpage=12	United States				EN			Using the GATT tools, users can browse a large set of indicators on interactive maps and export the underlying data in a table or the maps in picture format.		Global Analytical Tools on Trade (GATT)	http://gatt.ifpri.info/	
http://www.data.gov/applications?q=&currentpage=12	United States				EN			GHDx – search and browse a comprehensive catalog of global health, demographic and other health-related datasets, get information about data like providers, funders or data citations, and download data.		Global Health Data Exchange (GHDx)	http://www.healthmetricsandevaluation.org/data	
http://www.data.gov/applications?q=&currentpage=12	United States				EN			The Global Yield Gap and Water Productivity Atlas— is an advanced modeling and mapping tool that quantifies how much additional food can be produced by closing the gap between farmers’ current yield and the yield potential on existing farm land as determined by climate, water supply, soil, and cropping system.		Global Yield Gap Atlas	http://www.yieldgap.org/web/guest/home	
http://www.data.gov/applications?q=&currentpage=13	United States				EN			The GoodGuide app can be used while shopping to instantly reveal whether a food product is healthy and produced by green or socially responsible companies.		GoodGuide	www.goodguide.com	
http://www.data.gov/applications?q=&currentpage=13	United States				EN			An initiative to give consumers access to their own energy usage information in a downloadable, easy-to-use electronic format, offered by their utility or retail energy service provider.		Green Button	http://collaborate.nist.gov/twiki-sggrid/bin/view/SmartGrid/GreenButtonInitiative	
http://www.data.gov/applications?q=&currentpage=13	United States				EN			Green Button data apps gallery on a site sponsored by the U.S. Department of Energy and developed by the National Renewable Energy Laboratory.		Green Button Apps Gallery	http://en.openei.org/apps/?keyword=Green Button Apps	
http://www.data.gov/applications?q=&currentpage=13	United States				EN			Calculator that gives greenhouse gas emission equivalencies for common actions like driving, home energy use, etc.		Greenhouse Gas Equivalencies Calculator	http://www.epa.gov/cleanenergy/energy-resources/calculator.html	
http://www.data.gov/applications?q=&currentpage=13	United States				EN			Calculator that gives greenhouse gas emission equivalencies for common actions like driving, home energy use, etc.		Greenhouse Gas Equivalencies Calculator	http://www.epa.gov/cleanenergy/energy-resources/calculator.html	
http://www.data.gov/applications?q=&currentpage=13	United States				EN			Transportation application that estimates greenhouse gas emissions from trips using different transportation modes.		GREET Trip Calculator	http://energychoicemodel.com/tripcalculator/	
http://www.data.gov/applications?q=&currentpage=13	United States				EN			Transportation application that estimates greenhouse gas emissions from trips using different transportation modes.		GREET Trip Calculator	http://energychoicemodel.com/tripcalculator/	
http://www.data.gov/applications?q=&currentpage=13	United States				EN			Easy access to over one hundred layers of spatially explicit, agriculture-related data for Africa south of the Sahara.		HarvestChoice Mappr	http://harvestchoice.org/mappr	
http://www.data.gov/applications?q=&currentpage=13	United States				EN			The Health 2.0 Apps Expo is an online exposition showing a growing range of applications that have been developed using health data.		Health 2.0 Apps Gallery	http://www.health2apps.com/category/applications/	
http://www.data.gov/applications?q=&currentpage=13	United States				EN			This tool will help you find the health insurance best suited to your needs, whether it's private insurance for individuals, families, and small businesses, or public programs that may work for you.		Health Insurance Plan Finder	http://finder.healthcare.gov/	
http://www.data.gov/applications?q=&currentpage=14	United States				EN			Your health care, explained.		HealthCare.gov	www.healthcare.gov	
http://www.data.gov/applications?q=&currentpage=14	United States				EN			Sick in New York City? Need to get to a hospital or medical center? Help Me I’m Sick is an iOS app that finds medical services near you. Call the facility or see a map to its location with the press of a button. (Powered by New York city data.)		Help Me, I’m Sick	https://itunes.apple.com/us/app/help-me-im-sick-nyc/id494978085?mt=8	
http://www.data.gov/applications?q=&currentpage=14	United States				EN			Interactive application to estimate residential energy use and plan home energy efficiency upgrades.		Home Energy Saver	http://hes.lbl.gov/consumer/	
http://www.data.gov/applications?q=&currentpage=14	United States				EN			Interactive application to estimate residential energy use and plan home energy efficiency upgrades.		Home Energy Saver	http://hes.lbl.gov/consumer/	
http://www.data.gov/applications?q=&currentpage=14	United States				EN			In the event of an emergency, time is of the essence. The Honolulu Tsunami Evacuation Zones app allows you to quickly and easily discover if you are in an tsunami evacuation zone.		Honolulu Tsunami Evacuation Zones	http://can-do.honolulu.gov/apps/6	
http://www.data.gov/applications?q=&currentpage=14	United States				EN			iBlueButton provides patients and caregivers with immediate access to critical personal health information at home and at the point of care.		iBlueButton	http://www.humetrix.com/ibb.html	
http://www.data.gov/applications?q=&currentpage=14	United States				EN			MobilePublic.org's iPhone app puts the informative findings from Department of Labor and OSHA into your hands. Check before you choose to dine at a restaurant, or apply for a job at a establishment, or stay at a hotel.		iCitizen Labor Report	http://mobilepublic.org/MobilePublic/iCitizen.html	
http://www.data.gov/applications?q=&currentpage=14	United States				EN			iCow was developed to assist small scale farmers in Africa to maximize their returns by addressing various important indicators through their cows’ lifecycle using SMS text messaging.		iCow	http://www.icow.co.ke/	
http://www.data.gov/applications?q=&currentpage=14	United States				EN			What is IDEAL Currency Identifier? It is a U.S. currency identification application for individuals who are blind and everyone else!		IDEAL Currency Identifier ®	https://play.google.com/store/apps/details?id=org.ideal.currencyid	
http://www.data.gov/applications?q=&currentpage=14	United States				EN			IveGot1 brings the power of EDDMapS to your iPhone. Now you can submit invasive species observations directly with your iPhone from the field.		Identify Invasive Animals and Plants in FL	http://apps.usa.gov/ivegot1-identify-and-report-invasive-animal.shtml	
http://www.data.gov/applications?q=&currentpage=15	United States				EN			IFPRI’s repository makes its bibliographic metadata and publications publicly available.		IFPRI Bibliographic Data	http://ebrary.ifpri.org/cdm/landingpage/collection/p15738coll2	
http://www.data.gov/applications?q=&currentpage=15	United States				EN			IFPRI collects primary data and compiles and processes secondary data. The resulting publicly available datasets provide a wealth of information at the local, national, and global level.		IFPRI Datasets	http://dvn.iq.harvard.edu/dvn/dv/IFPRI	
http://www.data.gov/applications?q=&currentpage=15	United States				EN			Planning application to estimate the renewable electricity you can generate at your home or business.		In My Backyard	http://www.nrel.gov/eis/imby/	
http://www.data.gov/applications?q=&currentpage=15	United States				EN			Planning application to estimate the renewable electricity you can generate at your home or business.		In My Backyard	http://maps.nrel.gov/imby	
http://www.data.gov/applications?q=&currentpage=15	United States				EN			Map of Energy Efficiency and Renewable Energy Incentives and Policies.		Incentives and Policies	http://en.openei.org/wiki/Gateway:Incentives_and_Policies	
http://www.data.gov/applications?q=&currentpage=15	United States				EN			These four datasets, created using the new Geographic Variation in Medicare Spending and Utilization database and hosted by the Institute of Medicine, provide information on geographic variation and growth in health care spending and the volume and intensity of health care services utilization.		Institute of Medicine Data on Geographic Variation	http://iom.edu/Activities/HealthServices/GeographicVariation/Data-Resources.aspx	
http://www.data.gov/applications?q=&currentpage=15	United States				EN			ICAN is an international community of practice with a strong US component that promotes coastal web atlases for spatial planning, management, conservation and governance. A major thrust of the community is to to share experiences and to find common solutions to coastal web atlas (CWA) development (e.g., user and developer guides, handbooks and articles on best practices, information on standards and web services, expertise and technical support directories, education, outreach, and funding opportunities, etc.). The group is developing a functional, interoperable digital atlas of the worldwide coast based on the principle of shared distributed information. In this long-term view for regional-, national-, and global-level interoperability, the ICAN community strives to increase awareness of the opportunities that exist for increased coastal and marine data sharing among policy makers and resource managers as strategic users of CWAs.		International Coastal Atlas Network (ICAN)	http://icoastalatlas.net/	
http://www.data.gov/applications?q=&currentpage=15	United States				EN			International country-specific information on clean energy programs, tools and organizations.		International Initiatives	http://en.openei.org/wiki/Gateway:International_Clean_Energy_Analysis	
http://www.data.gov/applications?q=&currentpage=15	United States				EN			The NOAA Integrated Ocean Observation System (IOOS) program initiated development of a Data Integration Framework to improve management and delivery of an initial subset of ocean observations. The Data Integration Framework will establish the technical infrastructure, standards, and protocols needed to improve delivery of at least six of 20 IOOS core oceanographic variables defined in the U.S. IOOS Development Plan, as well as winds.		IOOS Data Integration Framework	http://www.ioos.gov/data/dmac/welcome.html	
http://www.data.gov/applications?q=&currentpage=15	United States				EN			The Joint Airborne Lidar Bathymetry Technical Center of Expertise (JALBTCX) mission is to perform operations, research, and development in airborne lidar bathymetry and complementary technologies to support the coastal mapping and charting requirements of the US Army Corps of Engineers (USACE), the US Naval Meteorology and Oceanography Command, and the National Oceanic and Atmospheric Administration (NOAA). JALBTCX executes survey operations using the Compact Hydrographic Airborne Rapid Total Survey (CHARTS) system and industry-based coastal mapping and charting systems. CHARTS collects either 20 kHz topographic lidar data or 3 kHz bathymetric lidar data, each concurrent with digital RGB and hyperspectral imagery. Survey operations support the USACE National Coastal Mapping Program and NAVOCEANO nautical charting missions.		Joint Airborne Lidar Bathymetry Technical Center of Excellence	http://shoals.sam.usace.army.mil/	
http://www.data.gov/applications?q=&currentpage=16	United States				EN			People like to access information on their mobile devices. Ballot results are no exception. When residents asked for mobile-friendly voting statistics on local elections and measures, King County Elections provided it. (Powered by King County data.)		King County Elections	https://electionsdata.kingcounty.gov/	
http://www.data.gov/applications?q=&currentpage=16	United States				EN			This map shows efforts supported by USDA and other federal partners as well as related information on local and regional food systems for the years 2009-2012.		Know Your Farmer Know Your Food Compass	http://www.usda.gov/maps/maps/kyfcompassmap.htm	
http://www.data.gov/applications?q=&currentpage=16	United States				EN			Labor Wage Statistics uses statistics provided by the Department of Labor to help with future career choices.		Labor Wage Statistics	http://www.marble-maze.com/labor/	
http://www.data.gov/applications?q=&currentpage=16	United States				EN			Planning application for laboratory building managers to estimate building energy performance.		Labs 21	http://labs21benchmarking.lbl.gov/	
http://www.data.gov/applications?q=&currentpage=16	United States				EN			LactMed, part of the National Library of Medicine’s (NLM) Toxicology Data Network (TOXNET®), is a database of drugs and other chemicals to which breastfeeding mothers may be exposed. Data are organized into substance-specific records, which provide a summary of the pertinent reported information.		LactMed	http://apps.usa.gov/lactmed.shtml	
http://www.data.gov/applications?q=&currentpage=16	United States				EN			Identify tree species from photographs of their leaves.		Leafsnap	http://apps.usa.gov/leafsnap/	
http://www.data.gov/applications?q=&currentpage=16	United States				EN			Leafully monitors your energy usage with your local utility to help you understand how your actions impact the world and your wallet.		Leafully	https://leafully.com/	
http://www.data.gov/applications?q=&currentpage=16	United States				EN			Life cycle cost calculator for different energy sources at scales ranging from utility to distributed generation scale.		Levelized Cost of Energy Calculator	http://www.nrel.gov/analysis/tech_lcoe.html	
http://www.data.gov/applications?q=&currentpage=16	United States				EN			Experience the world’s largest library.		Library of Congress	http://apps.usa.gov/library-of-congress-virtual-tour/	
http://www.data.gov/applications?q=&currentpage=16	United States				EN			The Light Bulb Finder mobile app makes it easy to switch from incandescent to energy-efficient light bulbs.		Light Bulb Finder	www.lightbulbfinder.net	
http://www.data.gov/applications?q=&currentpage=17	United States				EN			Washington State Living Voters Guide brings together voters to discuss and explore their positions on ballot measures. Unlike traditional voters’ guides issued by governments, advocacy groups, and other organizations, it is co-created solely by its participants.		Living Voters Guide	https://wash.livingvotersguide.org/	
http://www.data.gov/applications?q=&currentpage=17	United States				EN			Like most Americans, residents of Cook County, Illinois want to know where their tax dollars are going. Look at Cook provides detailed, understandable data on county spending, which promotes transparency and peace of mind for taxpayers. (Powered by Cook County data.)		Look at Cook	http://lookatcook.com/ 	
http://www.data.gov/applications?q=&currentpage=17	United States				EN			Lose It! helps users make healthy choices by setting a clear calorie budget, track their fitness and activity level, and provide insight into their nutrition (including a great "My Plate" report on Loseit.com and badges for adherence to My Plate fruit and vegetable guidelines).		Lose It	http://www.loseit.com	
http://www.data.gov/applications?q=&currentpage=17	United States				EN			Map showing existing shale gas resources and basins in 2011 in the Continental U.S.		Lower 48 Shale Gas Plays	http://www.eia.gov/analysis/studies/usshalegas/	
http://www.data.gov/applications?q=&currentpage=17	United States				EN			Data are one of the most valuable products of the LTER program. The LTER Network seeks to inform the LTER and broader scientific community by creating well designed and well documented databases and to provide fast, effective, and open access to LTER data via a network-wide information system designed to facilitate data exchange and integration. Currently, the LTER Data Portal contains entries for over 6000 ecological datasets from 26 LTER Network research sites, and thousands of additional datasets from numerous other ecological field stations and research institutions.		LTER: Long Term Ecological Research	http://metacat.lternet.edu/das/lter/index.jsp	
http://www.data.gov/applications?q=&currentpage=17	United States				EN			M-Farm allows farmers to receive accurate, real-time crop price information daily, 6 days a week, being sourced from 5 major markets in Kenya: Nairobi, Mombasa, Kisumu, Eldoret and Kitale. The M-Farm web application gives monthly analysis of the crop prices in different markets, showing the price trends. Therefore, the farmer is able to make informed economic decisions on what to plant when, how to price his produce and where to sell.		M-Farm Mobile	http://www.mfarm.co.ke/	
http://www.data.gov/applications?q=&currentpage=17	United States				EN			Ocean energy resource maps created using the Multipurpose Marine Cadastre.		Marine Cadastre Sample Maps	http://marinecadastre.gov/MMC%20Pages/gallery.aspx	
http://www.data.gov/applications?q=&currentpage=17	United States				EN			The Multipurpose Marine Cadastre (MMC) is an integrated marine information system that provides jurisdictional, legal, physical, ecological, and human use data in a common geographic information system (GIS) framework. The MMC was designed specifically to support renewable energy siting on the U.S. Outer Continental Shelf but is also being used for various other ocean-related efforts. Marine Cadastre.gov provides direct access to authoritative ocean data; visualization and analytical tools for renewable energy planning and siting; and technical support to project partners and data providers.		MarineCadastre.gov	http://www.marinecadastre.gov/default.aspx	
http://www.data.gov/applications?q=&currentpage=17	United States				EN			Interactive descriptions of electricity markets in different regions of the country.		Market Oversight Interactive: Electricity	http://ferc.gov/market-oversight/mkt-electric/overview.asp	
http://www.data.gov/applications?q=&currentpage=17	United States				EN			Marview is an integrated data-driven environment providing essential information to support the strategic requirement of the U.S. Marine Transportation System (MTS) and its contribution to the economic viability of the Nation.  Available information includes: over 2500 links of transportation data sources,  physical attributes information on national and international ports and related facilities, information on U.S. Waterways and facilities, waterborne domestic and foreign trade (cargo, passenger, and vessel movement), intermodal freight transportation, information about domestic shipbuilding and repair yards.		MarView – Marine Transportation System	http://hsa0cweb0iwp006.marview.gov/pls/apex/f?p=102:1:1624249039506787	
http://www.data.gov/applications?q=&currentpage=18	United States				EN			A dashboard developed by the State of Maryland to measure progress against the goal of reducing violent crime. The dashboard provides access to resources and the underlying data used to measure progress.		Maryland StateStat – Violent Crime	http://statestat.maryland.gov/GDUcrime.asp	
http://www.data.gov/applications?q=&currentpage=18	United States				EN			The official U.S. Government's site for Medicare services and plans.		Medicare.gov	www.medicare.gov	
http://www.data.gov/applications?q=&currentpage=18	United States				EN			Military Traveler makes official DoD travel significantly easier (arranging lodging, coordinating with units at other bases, and finding services). This app combines information already available with crowd sourced data and reviews.		Military Traveler	http://www.miltraveler.com/	
http://www.data.gov/applications?q=&currentpage=18	United States				EN			The Official Missouri State Parks & Historic sites guide is FREE to download and will enhance any of your state park or historic site visits!		MO State Parks & Historic Sites Guide- Pocket Ranger®	http://itunes.apple.com/us/app/mo-state-parks-historic-sites/id435728256?mt=8	
http://www.data.gov/applications?q=&currentpage=18	United States				EN			MobileREMM contains selected, key files from the online, full version of the Radiation Emergency Medical Management (REMM) tool.		MobileREMM	http://www.remm.nlm.gov/downloadmremm.htm	
http://www.data.gov/applications?q=&currentpage=18	United States				EN			With the launch of MoDOT’s new Traveler Information Map mobile app, Missouri travelers can get the latest information on road conditions, work zones, flooding and incidents on their iPhones and Androids.		MoDOT’s Traveler Information Map App	http://www.modot.mo.gov/mapapp/index.htm	
http://www.data.gov/applications?q=&currentpage=18	United States				EN			Mom Maps helps you find family fun places, kid friendly locations on the go! Search an extensive list of kid-friendly parks, playgrounds, restaurants, museums, and indoor play areas.  Search by category or zip code and you’re good to go! (Powered by Seattle city data.)		Mom Maps	http://mommaps.com/	
http://www.data.gov/applications?q=&currentpage=18	United States				EN			Spatial analysis application that provides legal, physical, ecological and human use data for the marine environment.		Multipurpose Marine Cadastre	http://www.marinecadastre.gov/	
http://www.data.gov/applications?q=&currentpage=18	United States				EN			My Dietary Supplements (MyDS) gives you an easy way to keep track of the vitamins, minerals, herbs, and other products you take—right in the palm of your hand.		My Dietary Supplements	http://apps.usa.gov/my-dietary-supplements-myds.shtml	
http://www.data.gov/applications?q=&currentpage=18	United States				EN			A mobile application of selected NAEP (National Assessment of Educational Progress) Results.		NAEP (National Assessment of Education Progress) Results	http://nces.ed.gov/nationsreportcard/about/naep_mobile.asp	
http://www.data.gov/applications?q=&currentpage=19	United States				EN			The National Broadband Map is a tool to search, analyze and map broadband availability across the United States.		National Broadband Map	http://broadbandmap.gov	
http://www.data.gov/applications?q=&currentpage=19	United States				EN			Surface meteorological data: meteorological data in appropriate World Meteorological Organization formats as part of the Voluntary Observing Ship (VOS) program: air temperature, sea-surface temperature, dew point temperature, pressure, wind speed and direction, wind and swell waves, weather, short- and long-term radiation, visibility, cloud cover and type, and ice accretion.		National Climatic Data Center (NCDC)	http://lwf.ncdc.noaa.gov/oa/ncdc.html	
http://www.data.gov/applications?q=&currentpage=19	United States				EN			Mapping application that allows users to search data on coal resources.		National Coal Resources Data System	http://energy.usgs.gov/Tools/NationalCoalResourcesDataSystem.aspx	
http://www.data.gov/applications?q=&currentpage=19	United States				EN			Geophysical, geological and geochemical data: bathymetry, magnetics, gravity, seismic and other quantitative geophysical data; geological data including station locations, collection/storage locations, preliminary descriptions of seafloor samples recovered, and all descriptions and analytical data, including geochemistry, derived from sediment and rock samples, including data from the Ocean Drilling Program (ODP).		National Geophysical Data Center (NGDC)	http://www.ngdc.noaa.gov/ngdc.html	
http://www.data.gov/applications?q=&currentpage=19	United States				EN					National Obesity Comparison Tool	http://public.tableausoftware.com/views/contributorstoobesity/Eatyourvegtables?:embed=yes&:toolbar=yes	
http://www.data.gov/applications?q=&currentpage=19	United States				EN			Ocean physical data: Temperature, salinity, light transmission or attenuation, currents, waves, pressure, sea level, and sound speed.Ocean chemistry data: Nutrients such as phosphates, nitrates, nitrites and silicates; chemical tracers such as helium, tritium, freon and argon; pollutants such as petroleum hydrocarbons, organochloride and organophosphorus pesticides, polychlorinated biphenyls (PCBs) and heavy metals. Data may represent chemicals in water samples or biota.Ocean biology data: Primary productivity; concentrations of pigments in phytoplankton, such as chlorophyll-a; species lists; biomass of phytoplankton, zooplankton, benthos and nekton; and bioluminescence.		National Oceanographic Data Center (NODC)	http://www.nodc.noaa.gov/	
http://www.data.gov/applications?q=&currentpage=19	United States				EN			Interactive mapping application that shows the amount of oil and gas resources in U.S. basins.		National Oil and Gas Assessment App	http://energy.usgs.gov/OilGas/AssessmentsData/NationalOilGasAssessment.aspx	
http://www.data.gov/applications?q=&currentpage=19	United States				EN			The software is provided to help the operator build digital geospatial attribute and metadata information for pipelines and LNG plants. For detailed information about the software’s usage and output, please refer to the NPMS Operator Standards.		National Pipeline Mapping System (NPMS) Metadata/Attribute Builder Software	https://www.npms.phmsa.dot.gov/subapp.asp?app=data&act=software	
http://www.data.gov/applications?q=&currentpage=19	United States				EN			Mapping application that provides information on energy and hazardous liquid pipelines for each U.S. county.		National Pipeline Mapping System Public Viewer	https://www.npms.phmsa.dot.gov/PublicViewer/	
http://www.data.gov/applications?q=&currentpage=19	United States				EN			Sea ice and other glaciological data: sea ice, icebergs, ice shelves and associated physical oceanographic and meteorological data.		National Snow and Ice Data Center (NSIDC)	http://www-nsidc.colorado.edu/	
http://www.data.gov/applications?q=&currentpage=20	United States				EN			The NARUC website provides information on each state and territory’s public utility commission.  Information on state-by-state public utility policy and NARUC policy that is intended for application across multiple states is provided on the website.		Natural Association of Regulatory Utility Commissioners (NARUC)	http://www.naruc.org/commissions.cfm	
http://www.data.gov/applications?q=&currentpage=20	United States				EN			Suite of maps describing the production and delivery of natural gas throughout the U.S.		Natural Gas Pipelines	http://www.eia.gov/pub/oil_gas/natural_gas/analysis_publications/ngpipeline/ngpipeline_maps.html	
http://www.data.gov/applications?q=&currentpage=20	United States				EN			An interactive web application that allows viewers to better ascertain the context and geographic scope of habitat protection and restoration as conducted by the National Estuary Program (NEP). Habitat projects are depicted for each of our 28 NEPs within the context of their watersheds and surrounding landscapes. Attributes include: assessed waters, impaired waters, wetlands, watersheds, impervious surface, no discharge zones, population, and socioeconomic information, among many others.		NEPmap	http://www.epa.gov/nep	
http://www.data.gov/applications?q=&currentpage=20	United States				EN			This site provides links to NERC’s assessment reports.  Reports within this section provide information on electricity transmission infrastructure reliability under various scenarios (seasonal reliability, impact of variable generation), and the site describes software developed by NERC to analyze NERC datasets to plan projects and infrastructure management and upgrades.		NERC Assessments and Tools	http://www.nerc.com/page.php?cid=4	
http://www.data.gov/applications?q=&currentpage=20	United States				EN			This website provided by the State of New York is an information system to search and map data on wells and drilling that has occurred in NY State.  Also included are annual reports that summarize data, and information on revenue generated from oil and gas well leasing.		New York: Empire State Oil & Gas Information System	http://www.dec.ny.gov/energy/1524.html	
http://www.data.gov/applications?q=&currentpage=20	United States				EN			NOAA’s Coastal and Marine Spatial Planning (CMSP) Data Registry is a collection of Web-accessible NOAA geospatial data deemed essential for local, regional, or national-level CMSP processes. Registry data sets are provided in a variety of formats accessible for download, and many can be easily previewed using ESRI’s new ArcGIS.com map viewer.		NOAA Coastal and Marine Spatial Planning Data Registry	http://egisws02.nos.noaa.gov/cmspgisdataregistry/	
http://www.data.gov/applications?q=&currentpage=20	United States				EN			This NOAA developed and managed website provides access to environmental datasets that are built upon common data standards and common data analysis technologies. Two applications available on the site are the RAMADDA Data Repository and the ERDDAP search tool that provides users with multiple ways to search for datasets that are pertinent to specific environmental data, location, temporal resolution, etc.		NOAA Global Earth Observation — Integrated Data Environment (GEO-IDE)	http://www.ogp.noaa.gov/	
http://www.data.gov/applications?q=&currentpage=20	United States				EN			This website is sponsored by the North Carolina State Energy Office and municipal NGOs to support a database of projects that implement green building technology in their design.  The database is sortable by technology/strategy type, location, building type, and is searchable by keyword.		North Carolina Green Technologies Database	http://www.ncgreenbuilding.org/site/ncg//public/search.cfm	
http://www.data.gov/applications?q=&currentpage=20	United States				EN			Use this online database to learn about North Carolina police reported bicycle and pedestrian crashes. Information for almost 40,000 bicycle and pedestrian crashes with motor vehicles in North Carolina has been compiled to create an interactive database. You can look for standard data tables for certain years or geographic areas, or create your own using our online query tool.		North Carolina Pedestrian and Bicycle Crash Data Tool	http://www.pedbikeinfo.org/pbcat/index.cfm	
http://www.data.gov/applications?q=&currentpage=20	United States				EN			Web-mapping portal for real-time coastal observations and NOAA forecasts.		NowCoast	http://nowcoast.noaa.gov/	
http://www.data.gov/applications?q=&currentpage=21	United States				EN			The National Renewable Energy Laboratory’s Energy Analysis division develops models and tools that aid with energy development planning and analysis.  Tools and models provided or maintained by NREL Energy Analysis include Open EI (collected datasets), specific renewable energy technology analysis tools, economic benefit analysis tools, market analysis tools, and policy analysis tools.		NREL Energy Analysis Division	http://www.nrel.gov/analysis/	
http://www.data.gov/applications?q=&currentpage=21	United States				EN			NREL’s Energy Market Analysis group has examined the dynamics and growth of renewable energy certificate and green power markets within the United State and internationally.  Annual analyses reports and publications that have been generated since 2007 are posted on this website.		NREL Renewable Energy Certificate and Green Power Markets	http://www.nrel.gov/analysis/market_green_power.html	
http://www.data.gov/applications?q=&currentpage=21	United States				EN			This website contains information generated by NREL’s Energy Analysis group on the market for various renewable energy technologies.  Some technology reports are updated on an annual basis with the latest reports being published in 2009.		NREL Technology and Program Market Data	http://www.nrel.gov/analysis/market_re_data.html	
http://www.data.gov/applications?q=&currentpage=21	United States				EN			NREL is helping to develop high-resolution projections of wind resources worldwide. This allows for more accurate siting of wind turbines and has led to the recognition of higher class winds in areas where none were thought to exist.		NREL Wind Resource ArcGIS Services Directory	http://mapserve3.nrel.gov/ArcGIS/rest/services	
http://www.data.gov/applications?q=&currentpage=21	United States				EN			This represents the New York State Energy Research and Development Authority (NYSERDA) monitored performance data and operational statistics for distributed generation/combined heat and power demonstration projects.  New York state has 324 DG/CHP units running in their pilot program, with 173 providing monitoring date to the system. Monitoring data includes location, hourly generation data, equipment information, and fuel type.		NYSERDA Monitored Performance and Operational Statistics	http://chp.nyserda.org/home/index.cfm	
http://www.data.gov/applications?q=&currentpage=21	United States				EN			The OES MAP gives an "at a glance" view of the different employment statistics such as wages (hourly and annual), total number of jobs, unemployment rates as well as location quotients on a map of the U.S.		OES Map	http://www.stockmapper.com/OES/	
http://www.data.gov/applications?q=&currentpage=21	United States				EN			This website provides links to each federal agency’s sustainability and energy scorecard.  The scorecard provides primarily qualitative information and some quantitative information on each respective agency’s progress in meeting their sustainability plans, required under Executive Order 13514.		OMB Sustainability and Energy Scorecards	http://www.whitehouse.gov/administration/eop/ceq/sustainability/omb-scorecards	
